section_id,gemini_power,gemini_reason_power,gemini_privacy,gemini_reason_privacy,gemini_safety,gemini_reason_safety,gemini_choice,gemini_reason_choice,gemini_community,gemini_reason_community,gemini_engagement,gemini_reason_engagement,gemini_ip_protection,gemini_reason_ip_protection,gemini_improvement,gemini_reason_improvement,gemini_care,gemini_reason_care,gemini_accountability,gemini_reason_accountability,gemini_B1_authenticity_claims,gemini_reason_B1_authenticity_claims,gemini_B2_religious_sensitivity,gemini_reason_B2_religious_sensitivity,gemini_B3_indigenous_minority,gemini_reason_B3_indigenous_minority,gemini_B4_traditional_craftsmanship,gemini_reason_B4_traditional_craftsmanship,gemini_B5_commercialization_culture,gemini_reason_B5_commercialization_culture,gemini_B6_ai_cultural_content,gemini_reason_B6_ai_cultural_content
S002065,0,,0,,0,,0,,0,,0,,1,"Section discusses copyrights and trademarks, which fall under IP Protection.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S002064,1,Contains explicit platform-issued rule: 'We do not allow the use of multiple accounts to intentionally bypass our rules or their enforcement.',0,,1,"Describes content prohibition related to deceptive account behaviors and bypassing rules, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002068,1,The section contains a content prohibition: 'We do not allow sexual exploitation or gender-based violence...',0,,1,"The section describes content prohibitions oriented toward preventing harm: 'sexual exploitation or gender-based violence, including non-consensual sexual acts, image-based sexual abuse, sextortion, physical abuse, and sexual harassment.'",0,,0,,0,,0,,0,,1,"The section directs users to support resources for distress and harm: 'If you or someone you know has experienced sexual exploitation, support is available. Contact a helpline or service provider in your region.'",0,,0,,0,,0,,0,,0,,0,
S002078,0,,0,,1,"Section describes serious and potentially life-threatening conditions (eating disorders) and directs users to support resources, indicating a focus on preventing harm.",0,,0,,0,,0,,0,,1,"Section directs users to 'support is available' and to 'Contact a helpline in your region' for concerns about body image, food, or exercise, aligning with the definition of directing users to support resources for distress and vulnerability.",0,,0,,0,,0,,0,,0,,0,
S002074,0,,0,,0,,0,,0,,0,,0,,0,,1,Directs users to support resources for distress and harm.,0,,0,,0,,0,,0,,0,,0,
S002077,0,,0,,1,The section states 'We work to make sure this occurs in a supportive space that does not negatively impact people’s physical or psychological health.',0,,1,"The section states 'We welcome people coming together to find connections, participate in shared experiences, and feel part of a broader community.'",0,,0,,0,,1,The section begins with 'Mental and Behavioral Health' and states 'We care deeply about the well-being of our community members...',0,,0,,0,,0,,0,,0,,0,
S002076,1,"The section defines categories of organizations (Criminal, Violent political, Hateful) that are implicitly subject to platform rules and prohibitions, indicating platform authority to govern content related to these groups.",0,,1,"The section defines categories of organizations (Criminal, Violent political, Hateful) that pose risks and are subject to content restrictions to prevent harm.",0,,0,,0,,0,,0,,0,,0,,0,,1,"The section mentions 'religion' as a protected attribute for 'Hateful organizations', and this is within a context of defining content categories subject to platform governance.",1,"The section mentions 'ethnicity' as a protected attribute for 'Hateful organizations', and this is within a context of defining content categories subject to platform governance.",0,,0,,0,
S002075,1,"Contains explicit content prohibitions: 'NOT allowed', 'We do not allow'.",0,,1,"Sections explicitly prohibit content related to violence, hateful ideologies, and youth exploitation and abuse.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002079,0,,0,,0,,0,,1,Invokes 'global community' as a valued collective.,0,,0,,0,,0,,0,,0,,0,,1,"Contains 'cultural considerations' and discusses 'regional context' and 'exceptions to the guidelines', triggering B3.",0,,0,,0,
S002080,1,"Section begins with 'NOT allowed', indicating a content prohibition issued by the platform.",0,,1,"Section lists prohibitions against sexually explicit content, seductive performances, and shocking/graphic content, all aimed at preventing harm.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002083,0,,0,,0,,0,,1,Invokes 'global community' as a valued collective.,0,,0,,0,,0,,0,,0,,0,,1,"Contains 'cultural considerations' and discusses 'regional context' and 'exceptions to the guidelines', triggering B3.",0,,0,,0,
S002084,0,,0,,1,"Section describes content prohibitions related to sexual activity and fetish/kink behavior, aimed at preventing harm.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002082,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"Section discusses varying regional views on sexually suggestive content, which falls under governance of content categories and regional exceptions related to cultural norms.",0,,0,,0,
S002081,1,"Contains explicit content prohibitions: 'NOT allowed', 'We do not allow'.",0,,1,"Sections describe content prohibitions and restrictions aimed at preventing harm (graphic violence, animal abuse, distressing material).",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002085,1,"Contains explicit content prohibitions: 'NOT allowed', 'Penetrative sex... NOT allowed', 'Physical sexual arousal... NOT allowed', etc.",0,,1,"Describes content prohibitions related to sexual activity and arousal, and also allows content related to reproductive health and sex education in a medical way, indicating a focus on preventing harm and promoting well-being.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002087,0,,0,,1,The section states 'We work to make sure this occurs in a supportive space that does not negatively impact people’s physical or psychological health.',0,,1,"The section states 'We welcome people coming together to find connections, participate in shared experiences, and feel part of a broader community.'",0,,0,,0,,1,The section begins with 'Mental and Behavioral Health' and states 'We care deeply about the well-being of our community members...',0,,0,,0,,0,,0,,0,,0,
S002086,1,"Section begins with 'NOT allowed', indicating a content prohibition issued by the platform.",0,,1,"Section lists prohibitions against sexually explicit content, seductive performances, and shocking/graphic content, all aimed at preventing harm.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002089,1,"The section discusses prohibitions against 'Violent Behaviors and Criminal Activities' and states 'We are committed to bringing people together in a way that does not lead to physical conflict', implying platform rules and enforcement.",0,,1,The section explicitly discusses 'Physical and psychological safety' and prohibits 'Violent Behaviors and Criminal Activities'.,0,,1,The section states 'civility is the key to a thriving community' and discusses recognizing 'everyone’s inherent dignity'.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002088,0,,0,,1,"Describes categories of physical harm (broken bones, poisoning, burns, etc.) and distinguishes between moderate and serious harm, indicating a focus on preventing harm.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002091,0,,0,,1,"Section defines doxxing and discusses objective indicators to understand malicious intent, which relates to preventing harm.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002090,1,The section contains a content prohibition: 'We do not allow human exploitation'.,0,,1,"The section prohibits human exploitation, which is a direct safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002093,1,"The section contains the prohibition 'NOT allowed' and lists specific prohibited content categories, indicating platform authority over content.",0,,1,"The section explicitly prohibits content related to sexual exploitation, abuse, and harm to young people, which are safety concerns.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002095,1,"The section contains the prohibition 'NOT allowed' and lists specific prohibited content categories, indicating platform authority over content.",0,,1,"The section explicitly prohibits content related to sexual exploitation, abuse, and harm to young people, which are safety concerns.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002096,1,Contains content prohibition: 'We do not allow anyone to promote or materially support violent or hateful actors.',0,,1,Contains content prohibition against promoting or supporting violent/hateful actors and discusses violent extremists.,0,,0,,0,,0,,0,,0,,0,,0,,1,Contains keyword 'religious' in the definition of 'Violent extremists' within a content governance context.,1,Contains keyword 'ethnic' in the definition of 'Violent extremists' within a content governance context.,0,,0,,0,
S002092,1,The section contains explicit content prohibitions: 'We do not identify people under the age of 18 as public figures. NOT allowed'.,0,,1,"The section describes content prohibitions aimed at preventing harm, such as degrading individuals, showing physical bullying, and promoting harassment.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002094,1,"The section discusses prohibitions against 'Violent Behaviors and Criminal Activities' and states 'We are committed to bringing people together in a way that does not lead to physical conflict', implying platform rules and enforcement.",0,,1,The section explicitly discusses 'Physical and psychological safety' and prohibits 'Violent Behaviors and Criminal Activities'.,0,,1,The section states 'civility is the key to a thriving community' and discusses recognizing 'everyone’s inherent dignity'.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002097,1,The section contains a content prohibition: 'We do not allow human exploitation'.,0,,1,"The section prohibits human exploitation, which is a direct safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002099,0,,0,,0,,0,,1,Invokes 'community' as a valued collective with positive valence ('building a community of trust and accountability').,0,,0,,0,,0,,1,"Mentions 'accountability' as a value, implying mechanisms for holding the platform or users accountable.",1,"Contains keywords 'authentic' and 'original' within the context of content integrity and user engagement, which relates to authenticity claims.",0,,0,,0,,0,,0,
S002072,1,"The section discusses prohibitions against 'Violent Behaviors and Criminal Activities' and states 'We are committed to bringing people together in a way that does not lead to physical conflict', implying platform rules and enforcement.",0,,1,The section explicitly discusses 'Physical and psychological safety' and prohibits 'Violent Behaviors and Criminal Activities'.,0,,1,The section states 'civility is the key to a thriving community' and discusses recognizing 'everyone’s inherent dignity'.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002101,1,Contains explicit platform-issued rule: 'We do not allow the use of multiple accounts to intentionally bypass our rules or their enforcement.',0,,1,"Describes content prohibition related to deceptive account behaviors and bypassing rules, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002100,1,The section contains a content prohibition: 'We do not allow synthetic media...',0,,1,"The section prohibits synthetic media used for endorsements or violating other policies, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section discusses 'synthetic media' which is defined as 'content created or modified by AI technology' and relates to public figures, touching on AI-generated content."
S002104,1,"The section defines and categorizes harmful content (CSAM, Grooming), implying platform rules against it.",0,,1,"The section explicitly defines and addresses Child Sexual Abuse Material (CSAM) and Grooming, which are core safety concerns.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002098,0,,0,,1,Section discusses protected attributes which are related to preventing harm and stigmatization.,0,,0,,0,,0,,0,,0,,0,,0,,1,Section lists 'religion' as a protected attribute within a governance context (defining protected attributes for safety).,1,"Section lists 'ethnic minority', 'ethnic group', and 'indigenous' as protected attributes within a governance context (defining protected attributes for safety).",0,,0,,0,
S002102,1,"Contains explicit content prohibitions: 'NOT allowed', 'We do not allow'.",0,,1,"Describes content prohibitions aimed at preventing harm (artificial engagement, IP violation).",0,,0,,1,Discusses mechanisms to artificially increase engagement and FYF ineligibility.,1,Explicitly states 'We do not allow content that violates someone else’s intellectual property rights' and mentions 'intellectual property (IP) policies'.,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002105,0,,0,,0,,0,,0,,0,,0,,0,,1,Directs users to support resources for distress and harm.,0,,0,,0,,0,,0,,0,,0,
S002108,1,"The section discusses prohibitions against 'Violent Behaviors and Criminal Activities' and states 'We are committed to bringing people together in a way that does not lead to physical conflict', implying platform rules and enforcement.",0,,1,The section explicitly discusses 'Physical and psychological safety' and prohibits 'Violent Behaviors and Criminal Activities'.,0,,1,The section states 'civility is the key to a thriving community' and discusses recognizing 'everyone’s inherent dignity'.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002111,1,"The section defines and categorizes harmful content (CSAM, Grooming), implying platform rules against it.",0,,1,"The section explicitly defines and addresses Child Sexual Abuse Material (CSAM) and Grooming, which are core safety concerns.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002106,1,"Contains explicit content prohibitions: 'NOT allowed', 'We do not allow any hateful behavior'",0,,1,"Describes content prohibitions against violence, theft, criminal activities, and hate speech.",0,,0,,0,,0,,0,,0,,0,,0,,1,Contains the keyword 'Religion' within a section discussing hate speech and protected attributes.,1,Contains the keywords 'Ethnicity' and 'Tribe' within a section discussing hate speech and protected attributes.,0,,0,,0,
S002110,0,,0,,1,Section discusses protected attributes which are related to preventing harm and stigmatization.,0,,0,,0,,0,,0,,0,,0,,0,,1,Section lists 'religion' as a protected attribute within a governance context (defining protected attributes for safety).,1,"Section lists 'ethnic minority', 'ethnic group', and 'indigenous' as protected attributes within a governance context (defining protected attributes for safety).",0,,0,,0,
S002112,1,The section contains a content prohibition: 'We do not allow human exploitation'.,0,,1,"The section prohibits human exploitation, which is a direct safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002113,0,,0,,0,,1,"The section discusses tools to help customize recommendations, indicating user-selectable options.",1,"The section refers to 'each community member' and 'breadth of content, creators, and topics' as a valued collective.",1,"The section describes the For You feed, a mechanism by which users discover content and creators, and mentions factors like likes, shares, and comments which are user participation mechanisms.",0,,1,"The section describes the recommendation system and how it works, implying platform enhancement and evolution of features.",0,,0,,0,,0,,0,,0,,0,,0,
S002109,1,"The section contains a content prohibition: 'We do not allow language or behavior that harasses, humiliates, threatens, or doxxes anyone.'",0,,1,"The section describes content prohibitions and restrictions oriented toward preventing harm: 'harasses, humiliates, threatens, or doxxes anyone.'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002115,0,,0,,0,,1,"The section discusses tools to help customize recommendations, indicating user-selectable options.",1,"The section refers to 'each community member' and 'breadth of content, creators, and topics' as a valued collective.",1,"The section describes the For You feed, a mechanism by which users discover content and creators, and mentions factors like likes, shares, and comments which are user participation mechanisms.",0,,1,"The section describes the recommendation system and how it works, implying platform enhancement and evolution of features.",0,,0,,0,,0,,0,,0,,0,,0,
S002114,0,,0,,0,,0,,0,,1,"Discusses content eligibility for the For You Feed (FYF), which relates to user participation and content visibility mechanisms.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002107,1,The section contains a content prohibition: 'We do not allow sexual exploitation or gender-based violence...',0,,1,"The section describes content prohibitions oriented toward preventing harm: 'sexual exploitation or gender-based violence, including non-consensual sexual acts, image-based sexual abuse, sextortion, physical abuse, and sexual harassment.'",0,,0,,0,,0,,0,,1,"The section directs users to support resources for distress and harm: 'If you or someone you know has experienced sexual exploitation, support is available. Contact a helpline or service provider in your region.'",0,,0,,0,,0,,0,,0,,0,
S002120,1,The section contains a content prohibition: 'We do not allow misinformation...',0,,1,"The section describes content prohibitions related to misinformation about civic and electoral processes, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002117,0,,0,,0,,0,,1,Invokes 'community' as a valued collective with positive valence ('building a community of trust and accountability').,0,,0,,0,,0,,1,"Mentions 'accountability' as a value, implying mechanisms for holding the platform or users accountable.",1,"Contains keywords 'authentic' and 'original' within the context of content integrity and user engagement, which relates to authenticity claims.",0,,0,,0,,0,,0,
S002116,1,The section discusses platform intervention ('we will interrupt repetitive content patterns') to manage content.,0,,1,"The section describes managing potentially harmful content ('dieting, extreme fitness, sadness, or sexual suggestiveness') to 'protect our community'.",0,,1,The section refers to 'our community' as a collective to be protected.,0,,0,,1,"The section mentions 'diversifying recommendations' and 'our approach to safeguarding', indicating platform evolution and enhancement.",0,,0,,0,,0,,0,,0,,0,,0,
S002119,1,Contains content prohibition: 'NOT allowed',0,,1,Describes content prohibitions related to misinformation and election integrity.,0,,0,,0,,0,,1,Discusses AI and new technologies and their potential impact.,0,,0,,0,,0,,0,,0,,0,,0,"While AI is mentioned, it is not in the context of AI-generated cultural content."
S002126,0,,0,,0,,1,"The section discusses tools to help customize recommendations, indicating user-selectable options.",1,"The section refers to 'each community member' and 'breadth of content, creators, and topics' as a valued collective.",1,"The section describes the For You feed, a mechanism by which users discover content and creators, and mentions factors like likes, shares, and comments which are user participation mechanisms.",0,,1,"The section describes the recommendation system and how it works, implying platform enhancement and evolution of features.",0,,0,,0,,0,,0,,0,,0,,0,
S002122,0,,0,,1,Section discusses protected attributes which are related to preventing harm and stigmatization.,0,,0,,0,,0,,0,,0,,0,,0,,1,Section lists 'religion' as a protected attribute within a governance context (defining protected attributes for safety).,1,"Section lists 'ethnic minority', 'ethnic group', and 'indigenous' as protected attributes within a governance context (defining protected attributes for safety).",0,,0,,0,
S002125,1,"The section defines and prohibits 'Non-consensual sexual acts' and 'Image-based sexual abuse', which are content prohibitions issued by the platform.",1,The section explicitly discusses 'intimate privacy violation' and how to report it.,1,The section describes prohibitions against harmful content: 'Non-consensual sexual acts' and 'Image-based sexual abuse'.,0,,0,,0,,0,,0,,1,"The section directs users to report intimate privacy violations, which implies a support resource for distress.",0,,0,,0,,0,,0,,0,,0,
S002129,1,"The section contains explicit content prohibitions: 'NOT allowed', 'we do not allow', 'we will remove'.",0,,1,"The section describes content prohibitions aimed at preventing deception and misuse of likeness, which constitutes harm.",0,,0,,1,"The section discusses 'engagement', 'recommendation system', 'followers, likes, or views', and 'FYF eligibility'.",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section discusses 'Synthetic media' and 'AI-generated content' in relation to likeness and realistic scenes, which falls under AI-generated content with specific subject matter (likeness of real people, political/commercial endorsements)."
S002130,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002124,1,"The section contains a content prohibition: 'We do not allow language or behavior that harasses, humiliates, threatens, or doxxes anyone.'",0,,1,"The section describes content prohibitions and restrictions oriented toward preventing harm: 'harasses, humiliates, threatens, or doxxes anyone.'",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002132,0,,0,,0,,1,"The section discusses tools to help customize recommendations, indicating user-selectable options.",1,"The section refers to 'each community member' and 'breadth of content, creators, and topics' as a valued collective.",1,"The section describes the For You feed, a mechanism by which users discover content and creators, and mentions factors like likes, shares, and comments which are user participation mechanisms.",0,,1,"The section describes the recommendation system and how it works, implying platform enhancement and evolution of features.",0,,0,,0,,0,,0,,0,,0,,0,
S002134,0,,0,,0,,1,"The section discusses tools to help customize recommendations, indicating user-selectable options.",1,"The section refers to 'each community member' and 'breadth of content, creators, and topics' as a valued collective.",1,"The section describes the For You feed, a mechanism by which users discover content and creators, and mentions factors like likes, shares, and comments which are user participation mechanisms.",0,,1,"The section describes the recommendation system and how it works, implying platform enhancement and evolution of features.",0,,0,,0,,0,,0,,0,,0,,0,
S002135,1,The section discusses platform intervention ('we will interrupt repetitive content patterns') to manage content.,0,,1,"The section describes managing potentially harmful content ('dieting, extreme fitness, sadness, or sexual suggestiveness') to 'protect our community'.",0,,1,The section refers to 'our community' as a collective to be protected.,0,,0,,1,"The section mentions 'diversifying recommendations' and 'our approach to safeguarding', indicating platform evolution and enhancement.",0,,0,,0,,0,,0,,0,,0,,0,
S002133,0,,0,,1,Describes prohibitions and restrictions on body exposure and sexualized posing to prevent harm.,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002131,0,,0,,0,,0,,0,,0,,1,"Section discusses copyrights and trademarks, which fall under IP Protection.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S002136,0,,0,,0,,1,"The section discusses tools to help customize recommendations, indicating user-selectable options.",1,"The section refers to 'each community member' and 'breadth of content, creators, and topics' as a valued collective.",1,"The section describes the For You feed, a mechanism by which users discover content and creators, and mentions factors like likes, shares, and comments which are user participation mechanisms.",0,,1,"The section describes the recommendation system and how it works, implying platform enhancement and evolution of features.",0,,0,,0,,0,,0,,0,,0,,0,
S002140,0,,0,,0,,0,,0,,0,,1,"Section discusses copyrights and trademarks, which fall under IP Protection.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S002139,1,Contains explicit platform-issued rule: 'We do not allow the use of multiple accounts to intentionally bypass our rules or their enforcement.',0,,1,"Describes content prohibition related to deceptive account behaviors and bypassing rules, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002142,0,,0,,0,,0,,1,Invokes 'global community' as a valued collective.,0,,0,,0,,0,,0,,0,,0,,1,"Contains 'cultural considerations' and discusses 'regional context' and 'exceptions to the guidelines', triggering B3.",0,,0,,0,
S002144,1,Contains content prohibitions: 'We do not allow nudity...',0,,1,Describes content prohibitions related to nudity and potential harm.,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Contains keywords 'cultural norms' and 'culturally accepted practices' within a section discussing content rules and regional exceptions.,0,,0,,0,
S002143,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"Section discusses varying regional views on sexually suggestive content, which falls under governance of content categories and regional exceptions related to cultural norms.",0,,0,,0,
S002145,0,,0,,1,"The section discusses nudity and defines it in relation to prevailing cultural norms, which is a safety-related content restriction.",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section contains the keyword 'cultural practices' and discusses regional exceptions related to body exposure, fitting the criteria for B3.",0,,0,,0,
S002148,1,The section contains a content prohibition: 'We do not allow synthetic media...',0,,1,"The section prohibits synthetic media used for endorsements or violating other policies, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section discusses 'synthetic media' which is defined as 'content created or modified by AI technology' and relates to public figures, touching on AI-generated content."
S002149,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002146,0,,0,,0,,0,,1,Invokes 'community' as a valued collective with positive valence ('building a community of trust and accountability').,0,,0,,0,,0,,1,"Mentions 'accountability' as a value, implying mechanisms for holding the platform or users accountable.",1,"Contains keywords 'authentic' and 'original' within the context of content integrity and user engagement, which relates to authenticity claims.",0,,0,,0,,0,,0,
S002141,1,"The section contains explicit content prohibitions: 'NOT allowed', 'we do not allow', 'we will remove'.",0,,1,"The section describes content prohibitions aimed at preventing deception and misuse of likeness, which constitutes harm.",0,,0,,1,"The section discusses 'engagement', 'recommendation system', 'followers, likes, or views', and 'FYF eligibility'.",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section discusses 'Synthetic media' and 'AI-generated content' in relation to likeness and realistic scenes, which falls under AI-generated content with specific subject matter (likeness of real people, political/commercial endorsements)."
S002153,1,The section contains a content prohibition: 'We do not allow synthetic media...',0,,1,"The section prohibits synthetic media used for endorsements or violating other policies, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section discusses 'synthetic media' which is defined as 'content created or modified by AI technology' and relates to public figures, touching on AI-generated content."
S002150,0,,0,,0,,0,,1,Invokes 'community' as a valued collective with positive valence ('building a community of trust and accountability').,0,,0,,0,,0,,1,"Mentions 'accountability' as a value, implying mechanisms for holding the platform or users accountable.",1,"Contains keywords 'authentic' and 'original' within the context of content integrity and user engagement, which relates to authenticity claims.",0,,0,,0,,0,,0,
S002156,0,,0,,0,,0,,0,,0,,1,"Section discusses copyrights and trademarks, which fall under IP Protection.",0,,0,,0,,0,,0,,0,,0,,0,,0,
S002154,0,,0,,0,,0,,1,Invokes 'community' as a valued collective with positive valence ('building a community of trust and accountability').,0,,0,,0,,0,,1,"Mentions 'accountability' as a value, implying mechanisms for holding the platform or users accountable.",1,"Contains keywords 'authentic' and 'original' within the context of content integrity and user engagement, which relates to authenticity claims.",0,,0,,0,,0,,0,
S002157,1,Contains content prohibition: 'NOT allowed',0,,1,Describes content prohibitions related to misinformation and election integrity.,0,,0,,0,,0,,1,Discusses AI and new technologies and their potential impact.,0,,0,,0,,0,,0,,0,,0,,0,"While AI is mentioned, it is not in the context of AI-generated cultural content."
S002160,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002159,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002162,0,,0,,0,,0,,0,,1,"Discusses branded content promotion, which is a form of user participation and monetization.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002163,1,"The section contains explicit content prohibitions: 'We do not allow showing or promoting young people possessing or consuming alcohol, tobacco products, and drugs.'",0,,1,"The section prohibits content related to alcohol, tobacco, and drugs, which is oriented toward preventing harm.",0,,0,,1,"The section mentions 'ineligible for the FYF' and 'Learn more about substance use', which relates to platform mechanisms for content visibility and user information.",0,,0,,1,"The section directs users to 'treatment, support and recovery resources' for substance use.",0,,0,,0,,0,,0,,0,,0,
S002161,1,"The section discusses moderation of content involving risky goods/activities and makes exceptions for paid ads, indicating platform authority over content and commercial activities.",0,,1,"The section explicitly states the goal is to prevent 'physical or financial harm' by moderating 'risky, addictive, dangerous, fraudulent, or otherwise require a higher degree of care' goods or activities.",1,The section mentions supporting users in making 'informed choices about their personal health and finances'.,0,,1,"The section discusses exceptions for 'paid ads by advertisers', which relates to monetization and engagement mechanisms.",0,,0,,1,"The section states that content involving goods or activities that 'require a higher degree of care' is moderated, implying a focus on care.",0,,0,,0,,0,,0,,0,,0,
S002164,0,,0,,1,The section states 'We work to make sure this occurs in a supportive space that does not negatively impact people’s physical or psychological health.',0,,1,"The section states 'We welcome people coming together to find connections, participate in shared experiences, and feel part of a broader community.'",0,,0,,0,,1,The section begins with 'Mental and Behavioral Health' and states 'We care deeply about the well-being of our community members...',0,,0,,0,,0,,0,,0,,0,
S002173,1,"The section contains explicit content prohibitions: 'NOT allowed', 'We do not allow'.",0,,1,"The section prohibits content related to human trafficking, human smuggling, and harassment/bullying, which are all safety concerns.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002168,1,"The section states 'If we learn someone is below the minimum age on TikTok, we will ban that account,' which is explicit platform-authority language and a content prohibition.",0,,1,"The section discusses age limitations and additional safety protections for users under 13, indicating a focus on preventing harm to minors.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002172,1,"The section contains explicit content prohibitions like 'NOT allowed' and 'We do not allow human exploitation', which are framed as platform-issued rules.",0,,1,"The section describes numerous content prohibitions aimed at preventing harm, including non-consensual sexual acts, abuse, exploitation, and trafficking. It also mentions providing a space for survivors and migrants, indicating a focus on protection.",0,,0,,0,,0,,0,,1,"The section mentions providing a space for survivors of sexual exploitation and gender-based violence to share their experiences, and for migrants and refugees to document their journeys, indicating a provision of support resources for vulnerable individuals.",0,,0,,0,,0,,0,,0,,0,
S002181,1,The section contains a content prohibition: 'We do not allow misinformation...',0,,1,"The section describes content prohibitions related to misinformation about civic and electoral processes, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002180,1,Contains explicit platform-issued rule: 'We do not allow the use of multiple accounts to intentionally bypass our rules or their enforcement.',0,,1,"Describes content prohibition related to deceptive account behaviors and bypassing rules, which is a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002178,1,Contains content prohibition: 'We do not allow attempts to defraud or scam members of our community.',0,,1,"Describes content prohibition against fraud and scams, aimed at preventing financial harm and exploitation.",0,,0,,0,,0,,0,,1,"Directs users to resources for identifying online scams and protecting themselves, framed as support for vulnerability.",0,,0,,0,,0,,0,,0,,0,
S002170,1,"The section discusses content ineligibility for FYF based on QR codes and risk of harm, implying platform rules and enforcement.",0,,1,"The section discusses the safety of content linked by QR codes and the risk of harm, indicating a safety concern.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
S002183,0,,0,,0,,0,,1,Invokes 'community' as a valued collective with positive valence ('building a community of trust and accountability').,0,,0,,0,,0,,1,"Mentions 'accountability' as a value, implying mechanisms for holding the platform or users accountable.",1,"Contains keywords 'authentic' and 'original' within the context of content integrity and user engagement, which relates to authenticity claims.",0,,0,,0,,0,,0,
S002182,1,The section states 'We do not allow synthetic media that contains the likeness of any real private figure.',0,,1,"The section prohibits synthetic media that could be used for abuse or to mislead about political or financial issues, and prohibits synthetic media of private figures.",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,"The section discusses 'Synthetic or manipulated media' and its disclosure, which falls under AI-generated content, and mentions potential harms related to political or financial issues, indicating a governance context for this type of content."
